"quad","density","time","site"
113,21,"pre","ref"
114,26,"pre","ref"
115,23,"pre","ref"
116,25,"pre","ref"
117,25,"pre","ref"
118,23,"pre","ref"
119,14,"pre","ref"
120,21,"pre","ref"
121,26,"pre","ref"
122,22,"pre","ref"
123,28,"pre","ref"
124,26,"pre","ref"
125,25,"pre","ref"
126,22,"pre","ref"
127,20,"pre","ref"
128,21,"pre","ref"
129,23,"pre","ref"
130,14,"pre","ref"
131,22,"pre","ref"
132,23,"pre","ref"
133,20,"pre","ref"
134,23,"pre","ref"
135,26,"pre","ref"
136,21,"pre","ref"
137,26,"pre","ref"
138,22,"pre","ref"
139,23,"pre","ref"
140,30,"pre","ref"
141,21,"pre","ref"
142,22,"pre","ref"
143,26,"pre","ref"
144,23,"pre","ref"
145,27,"pre","ref"
146,32,"pre","ref"
147,27,"pre","ref"
148,22,"pre","ref"
149,20,"pre","ref"
150,17,"pre","ref"
151,28,"pre","ref"
152,18,"pre","ref"
153,27,"pre","ref"
154,24,"pre","ref"
155,23,"pre","ref"
156,22,"pre","ref"
157,24,"pre","ref"
158,22,"pre","ref"
159,18,"pre","ref"
160,26,"pre","ref"
161,34,"pre","ref"
162,22,"pre","ref"
163,35,"pre","ref"
164,32,"pre","ref"
165,27,"pre","ref"
166,27,"pre","ref"
167,30,"pre","ref"
168,20,"pre","ref"
169,22,"pre","ref"
170,25,"pre","ref"
171,30,"pre","ref"
172,22,"pre","ref"
173,28,"pre","ref"
174,22,"pre","ref"
175,24,"pre","ref"
176,27,"pre","ref"
177,17,"pre","ref"
178,28,"pre","ref"
179,37,"pre","ref"
180,32,"pre","ref"
181,28,"pre","ref"
182,17,"pre","ref"
183,18,"pre","ref"
184,25,"pre","ref"
185,23,"pre","ref"
186,30,"pre","ref"
187,22,"pre","ref"
188,19,"pre","ref"
189,26,"pre","ref"
190,29,"pre","ref"
191,11,"pre","ref"
192,20,"pre","ref"
193,33,"pre","ref"
194,28,"pre","ref"
195,23,"pre","ref"
196,23,"pre","ref"
197,22,"pre","ref"
198,15,"pre","ref"
199,24,"pre","ref"
200,37,"pre","ref"
201,21,"pre","ref"
202,16,"pre","ref"
203,21,"pre","ref"
204,18,"pre","ref"
205,22,"pre","ref"
206,22,"pre","ref"
207,20,"pre","ref"
208,22,"pre","ref"
209,26,"pre","ref"
210,29,"pre","ref"
211,26,"pre","ref"
212,14,"pre","ref"
213,29,"pre","ref"
214,24,"pre","ref"
215,44,"pre","ref"
216,21,"pre","ref"
217,13,"pre","ref"
218,29,"pre","ref"
219,33,"pre","ref"
220,19,"pre","ref"
221,28,"pre","ref"
222,29,"pre","ref"
223,24,"pre","ref"
224,31,"pre","ref"
225,23,"pre","ref"
226,25,"pre","ref"
227,26,"pre","ref"
228,28,"pre","ref"
229,16,"pre","ref"
230,25,"pre","ref"
231,21,"pre","ref"
232,32,"pre","ref"
233,19,"pre","ref"
234,13,"pre","ref"
235,24,"pre","ref"
236,26,"pre","ref"
237,23,"pre","ref"
238,17,"pre","ref"
239,17,"pre","ref"
240,32,"pre","ref"
241,31,"pre","ref"
242,23,"pre","ref"
243,24,"pre","ref"
244,22,"pre","ref"
245,21,"pre","ref"
246,22,"pre","ref"
247,22,"pre","ref"
248,20,"pre","ref"
249,18,"pre","ref"
250,23,"pre","ref"
251,21,"pre","ref"
252,29,"pre","ref"
253,24,"pre","ref"
254,23,"pre","ref"
255,18,"pre","ref"
256,23,"pre","ref"
257,32,"pre","ref"
258,26,"pre","ref"
259,22,"pre","ref"
260,31,"pre","ref"
261,21,"pre","ref"
262,24,"pre","ref"
263,21,"pre","ref"
264,17,"pre","ref"
265,20,"pre","ref"
266,30,"pre","ref"
267,27,"pre","ref"
268,25,"pre","ref"
269,34,"pre","ref"
270,22,"pre","ref"
271,24,"pre","ref"
272,21,"pre","ref"
273,19,"pre","ref"
274,25,"pre","ref"
275,27,"pre","ref"
276,27,"pre","ref"
277,9,"pre","ref"
278,30,"pre","ref"
279,26,"pre","ref"
280,20,"pre","ref"
281,19,"pre","ref"
282,23,"pre","ref"
283,29,"pre","ref"
284,35,"pre","ref"
285,25,"pre","ref"
286,25,"pre","ref"
287,23,"pre","ref"
288,21,"pre","ref"
289,27,"pre","ref"
290,25,"pre","ref"
291,22,"pre","ref"
292,23,"pre","ref"
293,30,"pre","ref"
294,23,"pre","ref"
295,22,"pre","ref"
296,26,"pre","ref"
297,16,"pre","ref"
298,26,"pre","ref"
299,29,"pre","ref"
300,26,"pre","ref"
301,28,"pre","ref"
302,19,"pre","ref"
303,20,"pre","ref"
304,25,"pre","ref"
305,21,"pre","ref"
306,24,"pre","ref"
307,22,"pre","ref"
308,25,"pre","ref"
309,25,"pre","ref"
310,30,"pre","ref"
311,25,"pre","ref"
312,32,"pre","ref"
313,22,"pre","ref"
314,26,"pre","ref"
315,18,"pre","ref"
316,35,"pre","ref"
317,20,"pre","ref"
318,30,"pre","ref"
319,21,"pre","ref"
320,27,"pre","ref"
321,23,"pre","ref"
322,19,"pre","ref"
323,17,"pre","ref"
324,16,"pre","ref"
325,24,"pre","ref"
326,28,"pre","ref"
327,25,"pre","ref"
328,29,"pre","ref"
329,27,"pre","ref"
330,26,"pre","ref"
331,21,"pre","ref"
332,26,"pre","ref"
333,23,"pre","ref"
334,16,"pre","ref"
335,15,"pre","ref"
336,21,"pre","ref"
337,29,"pre","ref"
338,30,"pre","ref"
339,21,"pre","ref"
340,29,"pre","ref"
341,18,"pre","ref"
342,19,"pre","ref"
343,24,"pre","ref"
344,19,"pre","ref"
345,23,"pre","ref"
346,25,"pre","ref"
347,32,"pre","ref"
348,29,"pre","ref"
349,16,"pre","ref"
350,17,"pre","ref"
351,23,"pre","ref"
352,26,"pre","ref"
353,30,"pre","ref"
354,23,"pre","ref"
355,28,"pre","ref"
356,20,"pre","ref"
357,24,"pre","ref"
358,26,"pre","ref"
359,29,"pre","ref"
360,19,"pre","ref"
361,27,"pre","ref"
362,16,"pre","ref"
363,25,"pre","ref"
364,20,"pre","ref"
365,26,"pre","ref"
366,28,"pre","ref"
367,28,"pre","ref"
368,29,"pre","ref"
369,22,"pre","ref"
370,26,"pre","ref"
371,21,"pre","ref"
372,22,"pre","ref"
373,24,"pre","ref"
374,27,"pre","ref"
375,26,"pre","ref"
376,27,"pre","ref"
377,20,"pre","ref"
378,28,"pre","ref"
379,15,"pre","ref"
380,30,"pre","ref"
381,26,"pre","ref"
382,20,"pre","ref"
383,26,"pre","ref"
384,28,"pre","ref"
385,20,"pre","ref"
386,26,"pre","ref"
387,29,"pre","ref"
388,22,"pre","ref"
389,22,"pre","ref"
390,0,"pre","ref"
391,0,"pre","ref"
392,0,"pre","ref"
393,0,"pre","ref"
394,0,"pre","ref"
395,0,"pre","ref"
396,0,"pre","ref"
397,0,"pre","ref"
398,0,"pre","ref"
399,0,"pre","ref"
400,0,"pre","ref"
401,0,"pre","ref"
402,0,"pre","ref"
403,0,"pre","ref"
404,0,"pre","ref"
405,0,"pre","ref"
406,0,"pre","ref"
407,0,"pre","ref"
408,0,"pre","ref"
409,0,"pre","ref"
410,0,"pre","ref"
411,0,"pre","ref"
412,0,"pre","ref"
413,0,"pre","ref"
414,0,"pre","ref"
415,0,"pre","ref"
416,0,"pre","ref"
417,0,"pre","ref"
418,0,"pre","ref"
419,0,"pre","ref"
420,0,"pre","ref"
421,0,"pre","ref"
422,0,"pre","ref"
423,0,"pre","ref"
424,0,"pre","ref"
425,0,"pre","ref"
426,0,"pre","ref"
427,0,"pre","ref"
428,0,"pre","ref"
429,0,"pre","ref"
430,0,"pre","ref"
431,0,"pre","ref"
432,0,"pre","ref"
433,0,"pre","ref"
434,0,"pre","ref"
435,0,"pre","ref"
436,0,"pre","ref"
437,0,"pre","ref"
438,0,"pre","ref"
439,0,"pre","ref"
440,0,"pre","ref"
441,0,"pre","ref"
442,0,"pre","ref"
443,0,"pre","ref"
444,0,"pre","ref"
445,0,"pre","ref"
446,0,"pre","ref"
447,0,"pre","ref"
448,0,"pre","ref"
449,0,"pre","ref"
450,0,"pre","ref"
451,0,"pre","ref"
452,0,"pre","ref"
453,0,"pre","ref"
454,0,"pre","ref"
455,0,"pre","ref"
456,0,"pre","ref"
457,0,"pre","ref"
458,0,"pre","ref"
459,0,"pre","ref"
460,0,"pre","ref"
461,0,"pre","ref"
462,0,"pre","ref"
463,0,"pre","ref"
464,0,"pre","ref"
465,0,"pre","ref"
466,0,"pre","ref"
467,0,"pre","ref"
468,0,"pre","ref"
469,0,"pre","ref"
470,0,"pre","ref"
471,0,"pre","ref"
472,0,"pre","ref"
473,0,"pre","ref"
474,0,"pre","ref"
475,0,"pre","ref"
476,0,"pre","ref"
477,0,"pre","ref"
478,0,"pre","ref"
479,0,"pre","ref"
480,0,"pre","ref"
481,0,"pre","ref"
482,0,"pre","ref"
483,0,"pre","ref"
484,0,"pre","ref"
485,0,"pre","ref"
486,0,"pre","ref"
487,0,"pre","ref"
488,0,"pre","ref"
489,0,"pre","ref"
490,0,"pre","ref"
491,0,"pre","ref"
492,0,"pre","ref"
493,0,"pre","ref"
494,0,"pre","ref"
495,0,"pre","ref"
496,0,"pre","ref"
497,0,"pre","ref"
498,0,"pre","ref"
499,0,"pre","ref"
500,0,"pre","ref"
501,0,"pre","ref"
502,0,"pre","ref"
503,0,"pre","ref"
504,0,"pre","ref"
505,0,"pre","ref"
506,0,"pre","ref"
507,0,"pre","ref"
508,0,"pre","ref"
509,0,"pre","ref"
510,0,"pre","ref"
511,0,"pre","ref"
512,0,"pre","ref"
513,0,"pre","ref"
514,0,"pre","ref"
515,0,"pre","ref"
516,0,"pre","ref"
517,0,"pre","ref"
518,0,"pre","ref"
519,0,"pre","ref"
520,0,"pre","ref"
521,0,"pre","ref"
522,0,"pre","ref"
523,0,"pre","ref"
524,0,"pre","ref"
525,0,"pre","ref"
526,0,"pre","ref"
527,0,"pre","ref"
528,0,"pre","ref"
529,0,"pre","ref"
530,0,"pre","ref"
531,0,"pre","ref"
532,0,"pre","ref"
533,0,"pre","ref"
534,0,"pre","ref"
535,0,"pre","ref"
536,0,"pre","ref"
537,0,"pre","ref"
538,0,"pre","ref"
539,0,"pre","ref"
540,0,"pre","ref"
541,0,"pre","ref"
542,0,"pre","ref"
543,0,"pre","ref"
544,0,"pre","ref"
545,0,"pre","ref"
546,0,"pre","ref"
547,0,"pre","ref"
548,0,"pre","ref"
549,0,"pre","ref"
550,0,"pre","ref"
551,0,"pre","ref"
552,0,"pre","ref"
553,0,"pre","ref"
554,0,"pre","ref"
555,0,"pre","ref"
556,0,"pre","ref"
557,0,"pre","ref"
558,0,"pre","ref"
559,0,"pre","ref"
560,0,"pre","ref"
561,0,"pre","ref"
562,0,"pre","ref"
563,0,"pre","ref"
564,0,"pre","ref"
565,0,"pre","ref"
566,0,"pre","ref"
567,0,"pre","ref"
568,0,"pre","ref"
569,0,"pre","ref"
570,0,"pre","ref"
571,0,"pre","ref"
572,0,"pre","ref"
573,0,"pre","ref"
574,0,"pre","ref"
575,0,"pre","ref"
576,0,"pre","ref"
577,0,"pre","ref"
578,0,"pre","ref"
579,0,"pre","ref"
580,0,"pre","ref"
581,0,"pre","ref"
582,0,"pre","ref"
583,0,"pre","ref"
584,0,"pre","ref"
585,0,"pre","ref"
586,0,"pre","ref"
587,0,"pre","ref"
588,0,"pre","ref"
589,0,"pre","ref"
590,0,"pre","ref"
591,0,"pre","ref"
592,0,"pre","ref"
593,0,"pre","ref"
594,0,"pre","ref"
595,0,"pre","ref"
596,0,"pre","ref"
597,0,"pre","ref"
598,0,"pre","ref"
599,0,"pre","ref"
600,0,"pre","ref"
601,0,"pre","ref"
602,0,"pre","ref"
603,0,"pre","ref"
604,0,"pre","ref"
605,0,"pre","ref"
606,0,"pre","ref"
607,0,"pre","ref"
608,0,"pre","ref"
609,0,"pre","ref"
610,0,"pre","ref"
611,0,"pre","ref"
612,0,"pre","ref"
613,0,"pre","ref"
614,0,"pre","ref"
615,0,"pre","ref"
616,0,"pre","ref"
617,0,"pre","ref"
618,0,"pre","ref"
619,0,"pre","ref"
620,0,"pre","ref"
621,0,"pre","ref"
622,0,"pre","ref"
623,0,"pre","ref"
624,0,"pre","ref"
625,0,"pre","ref"
626,0,"pre","ref"
627,0,"pre","ref"
628,0,"pre","ref"
629,0,"pre","ref"
630,0,"pre","ref"
631,0,"pre","ref"
632,0,"pre","ref"
633,0,"pre","ref"
634,0,"pre","ref"
635,0,"pre","ref"
636,0,"pre","ref"
637,0,"pre","ref"
638,0,"pre","ref"
639,0,"pre","ref"
640,0,"pre","ref"
641,0,"pre","ref"
642,0,"pre","ref"
643,0,"pre","ref"
644,0,"pre","ref"
645,0,"pre","ref"
646,0,"pre","ref"
647,0,"pre","ref"
648,0,"pre","ref"
649,0,"pre","ref"
650,0,"pre","ref"
651,0,"pre","ref"
652,0,"pre","ref"
653,0,"pre","ref"
654,0,"pre","ref"
655,0,"pre","ref"
656,0,"pre","ref"
657,0,"pre","ref"
658,0,"pre","ref"
659,0,"pre","ref"
660,0,"pre","ref"
661,0,"pre","ref"
662,0,"pre","ref"
663,0,"pre","ref"
664,0,"pre","ref"
665,0,"pre","ref"
666,0,"pre","ref"
667,0,"pre","ref"
668,0,"pre","ref"
669,0,"pre","ref"
670,0,"pre","ref"
671,0,"pre","ref"
672,0,"pre","ref"
673,0,"pre","ref"
674,0,"pre","ref"
675,0,"pre","ref"
676,0,"pre","ref"
677,0,"pre","ref"
678,0,"pre","ref"
679,0,"pre","ref"
680,0,"pre","ref"
681,0,"pre","ref"
682,0,"pre","ref"
683,0,"pre","ref"
684,0,"pre","ref"
685,0,"pre","ref"
686,0,"pre","ref"
687,0,"pre","ref"
688,0,"pre","ref"
689,0,"pre","ref"
690,0,"pre","ref"
691,0,"pre","ref"
692,0,"pre","ref"
693,0,"pre","ref"
694,0,"pre","ref"
695,0,"pre","ref"
696,0,"pre","ref"
697,0,"pre","ref"
698,0,"pre","ref"
699,0,"pre","ref"
700,0,"pre","ref"
701,0,"pre","ref"
702,0,"pre","ref"
703,0,"pre","ref"
704,0,"pre","ref"
705,0,"pre","ref"
706,0,"pre","ref"
707,0,"pre","ref"
708,0,"pre","ref"
709,0,"pre","ref"
710,0,"pre","ref"
711,0,"pre","ref"
712,0,"pre","ref"
713,0,"pre","ref"
714,0,"pre","ref"
715,0,"pre","ref"
716,0,"pre","ref"
717,0,"pre","ref"
718,0,"pre","ref"
719,0,"pre","ref"
720,0,"pre","ref"
721,0,"pre","ref"
722,0,"pre","ref"
723,0,"pre","ref"
724,0,"pre","ref"
725,0,"pre","ref"
726,0,"pre","ref"
727,0,"pre","ref"
728,0,"pre","ref"
729,0,"pre","ref"
730,0,"pre","ref"
731,0,"pre","ref"
732,0,"pre","ref"
733,0,"pre","ref"
734,0,"pre","ref"
735,0,"pre","ref"
736,0,"pre","ref"
737,0,"pre","ref"
738,0,"pre","ref"
739,0,"pre","ref"
740,0,"pre","ref"
741,0,"pre","ref"
742,0,"pre","ref"
743,0,"pre","ref"
744,0,"pre","ref"
745,0,"pre","ref"
746,0,"pre","ref"
747,0,"pre","ref"
748,0,"pre","ref"
749,0,"pre","ref"
750,0,"pre","ref"
751,0,"pre","ref"
752,0,"pre","ref"
753,0,"pre","ref"
754,0,"pre","ref"
755,0,"pre","ref"
756,0,"pre","ref"
757,0,"pre","ref"
758,0,"pre","ref"
759,0,"pre","ref"
760,0,"pre","ref"
761,0,"pre","ref"
762,0,"pre","ref"
763,0,"pre","ref"
764,0,"pre","ref"
765,0,"pre","ref"
766,0,"pre","ref"
767,0,"pre","ref"
768,0,"pre","ref"
769,0,"pre","ref"
770,0,"pre","ref"
771,0,"pre","ref"
772,0,"pre","ref"
773,0,"pre","ref"
774,0,"pre","ref"
775,0,"pre","ref"
776,0,"pre","ref"
777,0,"pre","ref"
778,0,"pre","ref"
779,0,"pre","ref"
780,0,"pre","ref"
781,0,"pre","ref"
782,0,"pre","ref"
783,0,"pre","ref"
784,0,"pre","ref"
785,0,"pre","ref"
786,0,"pre","ref"
787,0,"pre","ref"
788,0,"pre","ref"
789,0,"pre","ref"
790,0,"pre","ref"
791,0,"pre","ref"
792,0,"pre","ref"
793,0,"pre","ref"
794,0,"pre","ref"
795,0,"pre","ref"
796,0,"pre","ref"
1,29,"post_1","ref"
2,28,"post_1","ref"
3,20,"post_1","ref"
4,28,"post_1","ref"
5,23,"post_1","ref"
6,18,"post_1","ref"
7,26,"post_1","ref"
8,18,"post_1","ref"
9,16,"post_1","ref"
10,24,"post_1","ref"
11,22,"post_1","ref"
12,24,"post_1","ref"
13,19,"post_1","ref"
14,29,"post_1","ref"
15,28,"post_1","ref"
16,26,"post_1","ref"
17,14,"post_1","ref"
18,23,"post_1","ref"
19,23,"post_1","ref"
20,11,"post_1","ref"
21,19,"post_1","ref"
22,14,"post_1","ref"
23,25,"post_1","ref"
24,18,"post_1","ref"
25,22,"post_1","ref"
26,15,"post_1","ref"
27,21,"post_1","ref"
28,22,"post_1","ref"
29,26,"post_1","ref"
30,31,"post_1","ref"
31,26,"post_1","ref"
32,21,"post_1","ref"
33,20,"post_1","ref"
34,19,"post_1","ref"
35,25,"post_1","ref"
36,32,"post_1","ref"
37,23,"post_1","ref"
38,25,"post_1","ref"
39,23,"post_1","ref"
40,13,"post_1","ref"
41,31,"post_1","ref"
42,19,"post_1","ref"
43,21,"post_1","ref"
44,16,"post_1","ref"
45,25,"post_1","ref"
46,19,"post_1","ref"
47,35,"post_1","ref"
48,24,"post_1","ref"
49,26,"post_1","ref"
50,19,"post_1","ref"
51,17,"post_1","ref"
52,24,"post_1","ref"
53,30,"post_1","ref"
54,19,"post_1","ref"
55,16,"post_1","ref"
56,18,"post_1","ref"
57,23,"post_1","ref"
58,20,"post_1","ref"
59,21,"post_1","ref"
60,22,"post_1","ref"
61,20,"post_1","ref"
62,22,"post_1","ref"
63,26,"post_1","ref"
64,22,"post_1","ref"
65,22,"post_1","ref"
66,20,"post_1","ref"
67,31,"post_1","ref"
68,22,"post_1","ref"
69,27,"post_1","ref"
70,13,"post_1","ref"
71,14,"post_1","ref"
72,23,"post_1","ref"
73,24,"post_1","ref"
74,30,"post_1","ref"
75,24,"post_1","ref"
76,20,"post_1","ref"
77,35,"post_1","ref"
78,19,"post_1","ref"
79,27,"post_1","ref"
80,17,"post_1","ref"
81,25,"post_1","ref"
82,18,"post_1","ref"
83,26,"post_1","ref"
84,19,"post_1","ref"
85,17,"post_1","ref"
86,21,"post_1","ref"
87,25,"post_1","ref"
88,20,"post_1","ref"
89,26,"post_1","ref"
90,17,"post_1","ref"
91,23,"post_1","ref"
92,25,"post_1","ref"
93,27,"post_1","ref"
94,24,"post_1","ref"
95,21,"post_1","ref"
96,18,"post_1","ref"
97,32,"post_1","ref"
98,24,"post_1","ref"
99,18,"post_1","ref"
100,22,"post_1","ref"
101,15,"post_1","ref"
102,19,"post_1","ref"
103,22,"post_1","ref"
104,25,"post_1","ref"
105,33,"post_1","ref"
106,20,"post_1","ref"
107,24,"post_1","ref"
108,15,"post_1","ref"
109,17,"post_1","ref"
110,27,"post_1","ref"
111,20,"post_1","ref"
112,17,"post_1","ref"
113,25,"post_1","ref"
114,22,"post_1","ref"
115,22,"post_1","ref"
116,21,"post_1","ref"
117,28,"post_1","ref"
118,22,"post_1","ref"
119,21,"post_1","ref"
120,27,"post_1","ref"
121,20,"post_1","ref"
122,17,"post_1","ref"
123,22,"post_1","ref"
124,25,"post_1","ref"
125,24,"post_1","ref"
126,25,"post_1","ref"
127,28,"post_1","ref"
128,22,"post_1","ref"
129,32,"post_1","ref"
130,21,"post_1","ref"
131,30,"post_1","ref"
132,18,"post_1","ref"
133,27,"post_1","ref"
134,18,"post_1","ref"
135,26,"post_1","ref"
136,23,"post_1","ref"
137,24,"post_1","ref"
138,26,"post_1","ref"
139,28,"post_1","ref"
140,26,"post_1","ref"
141,23,"post_1","ref"
142,22,"post_1","ref"
143,22,"post_1","ref"
144,27,"post_1","ref"
145,30,"post_1","ref"
146,21,"post_1","ref"
147,26,"post_1","ref"
148,17,"post_1","ref"
149,22,"post_1","ref"
150,22,"post_1","ref"
151,17,"post_1","ref"
152,25,"post_1","ref"
153,26,"post_1","ref"
154,20,"post_1","ref"
155,27,"post_1","ref"
156,29,"post_1","ref"
157,22,"post_1","ref"
158,27,"post_1","ref"
159,23,"post_1","ref"
160,22,"post_1","ref"
161,28,"post_1","ref"
162,19,"post_1","ref"
163,24,"post_1","ref"
164,31,"post_1","ref"
165,19,"post_1","ref"
166,23,"post_1","ref"
167,26,"post_1","ref"
168,28,"post_1","ref"
169,18,"post_1","ref"
170,22,"post_1","ref"
171,24,"post_1","ref"
172,25,"post_1","ref"
173,26,"post_1","ref"
174,25,"post_1","ref"
175,23,"post_1","ref"
176,20,"post_1","ref"
177,26,"post_1","ref"
178,23,"post_1","ref"
179,27,"post_1","ref"
180,27,"post_1","ref"
181,28,"post_1","ref"
182,27,"post_1","ref"
183,23,"post_1","ref"
184,25,"post_1","ref"
185,30,"post_1","ref"
186,21,"post_1","ref"
187,25,"post_1","ref"
188,28,"post_1","ref"
189,13,"post_1","ref"
190,27,"post_1","ref"
191,23,"post_1","ref"
192,30,"post_1","ref"
193,13,"post_1","ref"
194,14,"post_1","ref"
195,25,"post_1","ref"
196,16,"post_1","ref"
197,28,"post_1","ref"
198,19,"post_1","ref"
199,23,"post_1","ref"
200,33,"post_1","ref"
201,20,"post_1","ref"
202,26,"post_1","ref"
203,12,"post_1","ref"
204,24,"post_1","ref"
205,23,"post_1","ref"
206,20,"post_1","ref"
207,22,"post_1","ref"
208,21,"post_1","ref"
209,18,"post_1","ref"
210,27,"post_1","ref"
211,23,"post_1","ref"
212,23,"post_1","ref"
213,18,"post_1","ref"
214,19,"post_1","ref"
215,18,"post_1","ref"
216,18,"post_1","ref"
217,20,"post_1","ref"
218,27,"post_1","ref"
219,21,"post_1","ref"
220,24,"post_1","ref"
221,29,"post_1","ref"
222,31,"post_1","ref"
223,21,"post_1","ref"
224,33,"post_1","ref"
225,33,"post_1","ref"
226,20,"post_1","ref"
227,24,"post_1","ref"
228,16,"post_1","ref"
229,26,"post_1","ref"
230,30,"post_1","ref"
231,24,"post_1","ref"
232,27,"post_1","ref"
233,24,"post_1","ref"
234,23,"post_1","ref"
235,33,"post_1","ref"
236,14,"post_1","ref"
237,24,"post_1","ref"
238,23,"post_1","ref"
239,17,"post_1","ref"
240,22,"post_1","ref"
241,20,"post_1","ref"
242,23,"post_1","ref"
243,35,"post_1","ref"
244,23,"post_1","ref"
245,19,"post_1","ref"
246,18,"post_1","ref"
247,17,"post_1","ref"
248,23,"post_1","ref"
249,19,"post_1","ref"
250,22,"post_1","ref"
251,17,"post_1","ref"
252,28,"post_1","ref"
253,15,"post_1","ref"
254,17,"post_1","ref"
255,24,"post_1","ref"
256,17,"post_1","ref"
257,33,"post_1","ref"
258,37,"post_1","ref"
259,29,"post_1","ref"
260,24,"post_1","ref"
261,23,"post_1","ref"
262,22,"post_1","ref"
263,27,"post_1","ref"
264,19,"post_1","ref"
265,29,"post_1","ref"
266,23,"post_1","ref"
267,24,"post_1","ref"
268,17,"post_1","ref"
269,27,"post_1","ref"
270,18,"post_1","ref"
271,23,"post_1","ref"
272,29,"post_1","ref"
273,19,"post_1","ref"
274,24,"post_1","ref"
275,20,"post_1","ref"
276,28,"post_1","ref"
277,27,"post_1","ref"
278,20,"post_1","ref"
279,26,"post_1","ref"
280,15,"post_1","ref"
281,14,"post_1","ref"
282,20,"post_1","ref"
283,18,"post_1","ref"
284,21,"post_1","ref"
285,22,"post_1","ref"
286,26,"post_1","ref"
287,26,"post_1","ref"
288,22,"post_1","ref"
289,19,"post_1","ref"
290,19,"post_1","ref"
291,22,"post_1","ref"
292,23,"post_1","ref"
293,18,"post_1","ref"
294,24,"post_1","ref"
295,19,"post_1","ref"
296,30,"post_1","ref"
297,22,"post_1","ref"
298,26,"post_1","ref"
299,18,"post_1","ref"
300,17,"post_1","ref"
301,24,"post_1","ref"
302,20,"post_1","ref"
303,16,"post_1","ref"
304,17,"post_1","ref"
305,20,"post_1","ref"
306,22,"post_1","ref"
307,17,"post_1","ref"
308,23,"post_1","ref"
309,25,"post_1","ref"
310,25,"post_1","ref"
311,16,"post_1","ref"
312,23,"post_1","ref"
313,19,"post_1","ref"
314,19,"post_1","ref"
315,29,"post_1","ref"
316,22,"post_1","ref"
317,26,"post_1","ref"
318,24,"post_1","ref"
319,30,"post_1","ref"
320,19,"post_1","ref"
321,24,"post_1","ref"
322,28,"post_1","ref"
323,26,"post_1","ref"
324,20,"post_1","ref"
325,18,"post_1","ref"
326,22,"post_1","ref"
327,30,"post_1","ref"
328,27,"post_1","ref"
329,30,"post_1","ref"
330,20,"post_1","ref"
331,21,"post_1","ref"
332,19,"post_1","ref"
333,22,"post_1","ref"
334,18,"post_1","ref"
335,15,"post_1","ref"
336,25,"post_1","ref"
337,21,"post_1","ref"
338,26,"post_1","ref"
339,24,"post_1","ref"
340,16,"post_1","ref"
341,26,"post_1","ref"
342,35,"post_1","ref"
343,33,"post_1","ref"
344,17,"post_1","ref"
345,16,"post_1","ref"
346,17,"post_1","ref"
347,23,"post_1","ref"
348,31,"post_1","ref"
349,26,"post_1","ref"
350,27,"post_1","ref"
351,29,"post_1","ref"
352,26,"post_1","ref"
353,14,"post_1","ref"
354,24,"post_1","ref"
355,21,"post_1","ref"
356,16,"post_1","ref"
357,36,"post_1","ref"
358,23,"post_1","ref"
359,23,"post_1","ref"
360,31,"post_1","ref"
361,26,"post_1","ref"
362,23,"post_1","ref"
363,23,"post_1","ref"
364,23,"post_1","ref"
365,25,"post_1","ref"
366,18,"post_1","ref"
367,27,"post_1","ref"
368,25,"post_1","ref"
369,26,"post_1","ref"
370,24,"post_1","ref"
371,30,"post_1","ref"
372,19,"post_1","ref"
373,28,"post_1","ref"
374,19,"post_1","ref"
375,24,"post_1","ref"
376,25,"post_1","ref"
377,20,"post_1","ref"
378,23,"post_1","ref"
379,28,"post_1","ref"
380,17,"post_1","ref"
381,25,"post_1","ref"
382,31,"post_1","ref"
383,24,"post_1","ref"
384,24,"post_1","ref"
385,22,"post_1","ref"
386,17,"post_1","ref"
387,29,"post_1","ref"
388,28,"post_1","ref"
389,16,"post_1","ref"
390,0,"post_1","ref"
391,0,"post_1","ref"
392,0,"post_1","ref"
393,0,"post_1","ref"
394,0,"post_1","ref"
395,0,"post_1","ref"
396,0,"post_1","ref"
397,0,"post_1","ref"
398,0,"post_1","ref"
399,0,"post_1","ref"
400,0,"post_1","ref"
401,0,"post_1","ref"
402,0,"post_1","ref"
403,0,"post_1","ref"
404,0,"post_1","ref"
405,0,"post_1","ref"
406,0,"post_1","ref"
407,0,"post_1","ref"
408,0,"post_1","ref"
409,0,"post_1","ref"
410,0,"post_1","ref"
411,0,"post_1","ref"
412,0,"post_1","ref"
413,0,"post_1","ref"
414,0,"post_1","ref"
415,0,"post_1","ref"
416,0,"post_1","ref"
417,0,"post_1","ref"
418,0,"post_1","ref"
419,0,"post_1","ref"
420,0,"post_1","ref"
421,0,"post_1","ref"
422,0,"post_1","ref"
423,0,"post_1","ref"
424,0,"post_1","ref"
425,0,"post_1","ref"
426,0,"post_1","ref"
427,0,"post_1","ref"
428,0,"post_1","ref"
429,0,"post_1","ref"
430,0,"post_1","ref"
431,0,"post_1","ref"
432,0,"post_1","ref"
433,0,"post_1","ref"
434,0,"post_1","ref"
435,0,"post_1","ref"
436,0,"post_1","ref"
437,0,"post_1","ref"
438,0,"post_1","ref"
439,0,"post_1","ref"
440,0,"post_1","ref"
441,0,"post_1","ref"
442,0,"post_1","ref"
443,0,"post_1","ref"
444,0,"post_1","ref"
