"survey_date","project_name","site","time","transect","distance_ft","depth_mllw_ft","eg_shoots","bed_patch","density","eq_PA","substrate","notes"
"6/24/2029","Worked Example","project","5 year post","T3",66.12,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",66.99,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",67.86,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",68.73,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",69.6,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",70.47,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",71.34,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",72.21,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",73.08,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",73.95,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",74.82,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",75.69,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",76.56,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",77.43,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",78.3,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",79.17,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",80.04,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",80.91,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",81.78,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",82.65,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",83.52,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",84.39,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",85.26,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",86.13,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",87,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",87.87,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",88.74,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",89.61,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",90.48,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",91.35,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",92.22,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",93.09,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",93.96,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",94.83,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",95.7,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",96.57,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",97.44,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",98.31,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T3",99.18,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",0,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",0.87,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",1.74,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",2.61,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",3.48,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",4.35,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",5.22,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",6.09,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",6.96,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",7.83,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",8.7,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",9.57,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",10.44,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",11.31,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",12.18,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",13.05,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",13.92,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",14.79,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",15.66,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",16.53,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",17.4,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",18.27,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",19.14,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",20.01,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",20.88,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",21.75,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",22.62,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",23.49,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",24.36,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",25.23,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",26.1,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",26.97,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",27.84,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",28.71,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",29.58,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",30.45,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",31.32,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",32.19,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",33.06,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",33.93,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",34.8,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",35.67,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",36.54,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",37.41,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",38.28,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",39.15,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",40.02,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",40.89,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",41.76,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",42.63,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",43.5,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",44.37,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",45.24,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",46.11,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",46.98,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",47.85,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",48.72,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",49.59,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",50.46,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",51.33,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",52.2,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",53.07,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",53.94,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",54.81,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",55.68,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",56.55,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",57.42,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",58.29,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",59.16,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",60.03,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",60.9,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",61.77,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",62.64,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",63.51,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",64.38,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",65.25,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",66.12,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",66.99,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",67.86,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",68.73,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",69.6,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",70.47,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",71.34,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",72.21,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",73.08,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",73.95,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",74.82,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",75.69,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",76.56,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",77.43,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",78.3,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",79.17,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",80.04,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",80.91,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",81.78,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",82.65,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",83.52,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",84.39,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",85.26,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",86.13,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",87,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",87.87,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",88.74,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",89.61,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",90.48,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",91.35,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",92.22,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",93.09,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",93.96,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",94.83,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",95.7,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",96.57,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",97.44,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",98.31,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T4",99.18,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",0,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",0.87,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",1.74,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",2.61,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",3.48,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",4.35,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",5.22,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",6.09,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",6.96,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",7.83,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",8.7,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",9.57,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",10.44,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",11.31,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",12.18,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",13.05,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",13.92,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",14.79,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",15.66,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",16.53,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",17.4,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",18.27,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",19.14,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",20.01,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",20.88,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",21.75,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",22.62,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",23.49,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",24.36,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",25.23,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",26.1,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",26.97,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",27.84,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",28.71,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",29.58,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",30.45,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",31.32,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",32.19,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",33.06,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",33.93,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",34.8,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",35.67,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",36.54,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",37.41,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",38.28,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",39.15,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",40.02,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",40.89,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",41.76,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",42.63,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",43.5,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",44.37,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",45.24,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",46.11,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",46.98,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",47.85,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",48.72,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",49.59,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",50.46,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",51.33,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",52.2,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",53.07,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",53.94,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",54.81,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",55.68,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",56.55,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",57.42,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",58.29,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",59.16,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",60.03,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",60.9,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",61.77,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",62.64,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",63.51,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",64.38,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",65.25,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",66.12,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",66.99,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",67.86,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",68.73,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",69.6,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",70.47,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",71.34,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",72.21,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",73.08,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",73.95,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",74.82,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",75.69,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",76.56,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",77.43,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",78.3,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",79.17,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",80.04,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",80.91,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",81.78,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",82.65,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",83.52,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",84.39,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",85.26,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",86.13,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",87,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",87.87,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",88.74,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",89.61,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",90.48,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",91.35,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",92.22,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",93.09,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",93.96,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",94.83,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",95.7,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",96.57,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",97.44,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",98.31,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T5",99.18,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T6",0,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T6",0.87,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T6",1.74,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T6",2.61,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T6",3.48,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T6",4.35,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T6",5.22,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T6",6.09,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T6",6.96,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T6",7.83,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T6",8.7,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T6",9.57,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T6",10.44,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T6",11.31,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T6",12.18,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T6",13.05,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T6",13.92,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T6",14.79,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T6",15.66,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T6",16.53,NA,0,"bed",0,NA,NA,NA
"6/24/2029","Worked Example","project","5 year post","T6",17.4,NA,0,"bed",0,NA,NA,NA
